date,6Y,7Y,10Y,20Y
7/1/2009,3.58,4.55,5.22,6.37
7/2/2009,3.53,4.47,5.21,6.24
7/6/2009,3.48,4.51,5.19,6.24
7/7/2009,3.45,4.44,5.12,6.22
7/8/2009,3.28,4.26,5,6.15
7/9/2009,3.41,4.41,5.16,6.32
7/10/2009,3.27,4.28,5.04,6.2
7/13/2009,3.32,4.32,5.08,6.18
7/14/2009,3.42,4.43,5.22,6.32
7/15/2009,3.6,4.53,5.31,6.5
7/16/2009,3.51,4.46,5.3,6.43
7/17/2009,3.57,4.59,5.37,6.53
7/20/2009,3.52,4.48,5.3,6.5
7/21/2009,3.45,4.42,5.26,6.34
7/22/2009,3.5,4.45,5.25,6.41
7/23/2009,3.7,4.64,5.38,6.59
7/24/2009,3.67,4.61,5.4,6.58
7/27/2009,3.73,4.64,5.49,6.65
7/28/2009,3.73,4.65,5.39,6.5
7/29/2009,3.79,4.67,5.35,6.46
7/30/2009,3.76,4.67,5.43,6.46
7/31/2009,3.58,4.47,5.18,6.32
8/3/2009,3.75,4.64,5.32,6.42
8/4/2009,3.76,4.69,5.42,6.4
8/5/2009,3.78,4.75,5.46,6.58
8/6/2009,3.83,4.73,5.52,6.51
8/7/2009,3.9,4.83,5.63,6.6
8/10/2009,3.81,4.74,5.47,6.5
8/11/2009,3.79,4.71,5.41,6.42
8/12/2009,3.8,4.74,5.37,6.55
8/13/2009,3.65,4.58,5.28,6.33
8/14/2009,3.56,4.54,5.28,6.34
8/17/2009,3.48,4.45,5.17,6.26
8/18/2009,3.54,4.46,5.16,6.35
8/19/2009,3.53,4.41,5.19,6.29
8/20/2009,3.51,4.42,5.16,6.24
8/21/2009,3.68,4.61,5.32,6.37
8/24/2009,3.59,4.53,5.19,6.23
8/25/2009,3.58,4.49,5.14,6.19
8/26/2009,3.56,4.44,5.19,6.2
8/27/2009,3.57,4.47,5.18,6.22
8/28/2009,3.54,4.47,5.17,6.15
8/31/2009,3.49,4.38,5.15,6.18
9/1/2009,3.39,4.32,5.07,6.11
9/2/2009,3.32,4.24,4.97,6.1
9/3/2009,3.36,4.34,5.02,6.09
9/4/2009,3.45,4.4,5.19,6.19
9/8/2009,3.47,4.41,5.2,6.28
9/9/2009,3.43,4.43,5.21,6.21
9/10/2009,3.39,4.3,5.07,6.14
9/11/2009,3.36,4.28,5.09,6.1
9/14/2009,3.47,4.4,5.14,6.14
9/15/2009,3.51,4.46,5.17,6.21
9/16/2009,3.55,4.5,5.21,6.28
9/17/2009,3.49,4.4,5.13,6.16
9/18/2009,3.56,4.5,5.17,6.24
9/21/2009,3.54,4.5,5.18,6.2
9/22/2009,3.5,4.44,5.22,6.19
9/23/2009,3.47,4.38,5.12,6.14
9/24/2009,3.42,4.37,5.16,6.16
9/25/2009,3.43,4.31,5.03,6.05
9/28/2009,3.38,4.31,5.04,5.98
9/29/2009,3.44,4.32,5,6.06
9/30/2009,3.39,4.3,5.01,5.97
10/1/2009,3.3,4.2,4.86,5.93
10/2/2009,3.27,4.16,4.93,5.99
10/5/2009,3.31,4.17,4.92,5.99
10/6/2009,3.33,4.21,4.93,6
10/7/2009,3.21,4.11,4.94,5.96
10/8/2009,3.31,4.16,5.02,6.05
10/9/2009,3.43,4.35,5.16,6.26
10/13/2009,3.35,4.29,5.1,6.16
10/14/2009,3.43,4.36,5.21,6.25
10/15/2009,3.49,4.4,5.17,6.25
10/16/2009,3.42,4.32,5.16,6.2
10/19/2009,3.44,4.35,5.06,6.17
10/20/2009,3.37,4.29,5,6.09
10/21/2009,3.48,4.41,5.1,6.23
10/22/2009,3.47,4.43,5.19,6.27
10/23/2009,3.55,4.49,5.17,6.23
10/26/2009,3.58,4.51,5.3,6.3
10/27/2009,3.5,4.38,5.16,6.26
10/28/2009,3.43,4.39,5.17,6.21
10/29/2009,3.53,4.45,5.18,6.28
10/30/2009,3.39,4.33,5.07,6.2
11/2/2009,3.41,4.35,5.16,6.19
11/3/2009,3.45,4.43,5.17,6.28
11/4/2009,3.44,4.48,5.3,6.38
11/5/2009,3.4,4.41,5.3,6.36
11/6/2009,3.36,4.35,5.3,6.36
11/9/2009,3.38,4.37,5.2,6.37
11/10/2009,3.41,4.38,5.17,6.35
11/12/2009,3.37,4.32,5.21,6.29
11/13/2009,3.33,4.31,5.09,6.26
11/16/2009,3.24,4.2,5.06,6.13
11/17/2009,3.29,4.24,5.08,6.13
11/18/2009,3.27,4.24,5.08,6.18
11/19/2009,3.25,4.27,5.06,6.22
11/20/2009,3.25,4.25,5.12,6.18
11/23/2009,3.27,4.3,5.05,6.15
11/24/2009,3.24,4.18,4.98,6.18
11/25/2009,3.2,4.17,4.98,6.16
11/27/2009,3.1,4.1,4.97,6.06
11/30/2009,3.06,4.09,4.91,6.03
12/1/2009,3.12,4.07,5,6.18
12/2/2009,3.17,4.16,5,6.11
12/3/2009,3.22,4.2,5.12,6.2
12/4/2009,3.32,4.37,5.19,6.35
12/7/2009,3.29,4.25,5.14,6.33
12/8/2009,3.18,4.24,5.08,6.31
12/9/2009,3.21,4.27,5.1,6.29
12/10/2009,3.26,4.31,5.23,6.41
12/11/2009,3.34,4.41,5.21,6.43
12/14/2009,3.37,4.39,5.32,6.34
12/15/2009,3.44,4.43,5.29,6.42
12/16/2009,3.41,4.48,5.37,6.45
12/17/2009,3.29,4.3,5.2,6.34
12/18/2009,3.37,4.43,5.2,6.36
12/21/2009,3.53,4.56,5.36,6.5
12/22/2009,3.57,4.61,5.41,6.55
12/23/2009,3.6,4.64,5.51,6.53
12/24/2009,3.66,4.68,5.49,6.63
12/28/2009,3.72,4.68,5.53,6.65
12/29/2009,3.67,4.67,5.48,6.57
12/30/2009,3.66,4.74,5.51,6.55
12/31/2009,3.74,4.74,5.54,6.54
1/4/2010,3.7,4.72,5.51,6.61
1/5/2010,3.64,4.65,5.45,6.54
1/6/2010,3.66,4.7,5.6,6.58
1/7/2010,3.68,4.7,5.6,6.57
1/8/2010,3.64,4.68,5.49,6.67
1/11/2010,3.64,4.67,5.54,6.63
1/12/2010,3.57,4.59,5.48,6.48
1/13/2010,3.65,4.63,5.47,6.56
1/14/2010,3.56,4.59,5.48,6.47
1/15/2010,3.53,4.56,5.43,6.52
1/19/2010,3.55,4.57,5.46,6.45
1/20/2010,3.52,4.51,5.43,6.48
1/21/2010,3.45,4.49,5.31,6.42
1/22/2010,3.47,4.49,5.34,6.36
1/25/2010,3.45,4.45,5.39,6.4
1/26/2010,3.45,4.46,5.35,6.45
1/27/2010,3.49,4.53,5.39,6.39
1/28/2010,3.49,4.52,5.33,6.41
1/29/2010,3.42,4.46,5.35,6.34
2/1/2010,3.45,4.52,5.38,6.48
2/2/2010,3.46,4.51,5.35,6.4
2/3/2010,3.49,4.53,5.38,6.51
2/4/2010,3.38,4.45,5.37,6.41
2/5/2010,3.29,4.35,5.26,6.39
2/8/2010,3.32,4.42,5.29,6.39
2/9/2010,3.42,4.44,5.43,6.45
2/10/2010,3.44,4.49,5.42,6.54
2/11/2010,3.49,4.5,5.46,6.57
2/12/2010,3.44,4.47,5.41,6.55
2/16/2010,3.42,4.45,5.38,6.51
2/17/2010,3.48,4.55,5.41,6.6
2/18/2010,3.56,4.57,5.49,6.59
2/19/2010,3.57,4.57,5.48,6.57
2/22/2010,3.53,4.61,5.52,6.66
2/23/2010,3.45,4.46,5.38,6.5
2/24/2010,3.45,4.48,5.42,6.48
2/25/2010,3.4,4.42,5.38,6.42
2/26/2010,3.38,4.45,5.26,6.44
3/1/2010,3.37,4.37,5.36,6.37
3/2/2010,3.33,4.39,5.3,6.43
3/3/2010,3.36,4.4,5.38,6.4
3/4/2010,3.36,4.43,5.34,6.37
3/5/2010,3.4,4.5,5.4,6.44
3/8/2010,3.46,4.52,5.47,6.58
3/9/2010,3.44,4.47,5.41,6.57
3/10/2010,3.44,4.52,5.4,6.54
3/11/2010,3.51,4.49,5.45,6.49
3/12/2010,3.5,4.53,5.39,6.43
3/15/2010,3.48,4.53,5.46,6.54
3/16/2010,3.43,4.5,5.32,6.46
3/17/2010,3.46,4.43,5.38,6.41
3/18/2010,3.53,4.54,5.42,6.48
3/19/2010,3.55,4.55,5.37,6.43
3/22/2010,3.53,4.49,5.33,6.39
3/23/2010,3.52,4.47,5.36,6.44
3/24/2010,3.72,4.61,5.6,6.53
3/25/2010,3.74,4.71,5.63,6.59
3/26/2010,3.69,4.69,5.52,6.57
3/29/2010,3.66,4.65,5.56,6.62
3/30/2010,3.69,4.72,5.55,6.65
3/31/2010,3.64,4.61,5.58,6.54
4/1/2010,3.67,4.7,5.64,6.61
4/2/2010,3.75,4.78,5.61,6.66
4/5/2010,3.82,4.82,5.71,6.68
4/6/2010,3.76,4.79,5.68,6.69
4/7/2010,3.69,4.67,5.59,6.57
4/8/2010,3.69,4.7,5.56,6.57
4/9/2010,3.72,4.74,5.62,6.61
4/12/2010,3.7,4.63,5.63,6.58
4/13/2010,3.67,4.66,5.55,6.47
4/14/2010,3.67,4.71,5.55,6.59
4/15/2010,3.62,4.64,5.61,6.6
4/16/2010,3.56,4.55,5.49,6.52
4/19/2010,3.61,4.63,5.58,6.58
4/20/2010,3.64,4.62,5.54,6.46
4/21/2010,3.6,4.54,5.52,6.41
4/22/2010,3.65,4.66,5.51,6.53
4/23/2010,3.7,4.69,5.54,6.5
4/26/2010,3.66,4.64,5.49,6.45
4/27/2010,3.51,4.51,5.41,6.44
4/28/2010,3.58,4.57,5.46,6.42
4/29/2010,3.58,4.56,5.49,6.4
4/30/2010,3.51,4.46,5.44,6.42
5/3/2010,3.56,4.49,5.46,6.33
5/4/2010,3.46,4.47,5.39,6.29
5/5/2010,3.37,4.37,5.27,6.23
5/6/2010,3.18,4.18,5.17,5.99
5/7/2010,3.22,4.21,5.15,6.08
5/10/2010,3.33,4.33,5.25,6.22
5/11/2010,3.33,4.31,5.31,6.22
5/12/2010,3.35,4.38,5.25,6.28
5/13/2010,3.35,4.35,5.28,6.3
5/14/2010,3.22,4.2,5.19,6.17
5/17/2010,3.26,4.29,5.16,6.22
5/18/2010,3.21,4.17,5.13,6.1
5/19/2010,3.2,4.18,5.04,6.08
5/20/2010,3.12,4.06,4.95,5.91
5/21/2010,3.1,4.05,4.96,5.96
5/24/2010,3.11,4.08,4.99,5.91
5/25/2010,3.06,4.01,4.89,5.86
5/26/2010,3.11,4.08,4.97,5.9
5/27/2010,3.23,4.18,5.1,6.03
5/28/2010,3.18,4.11,5.01,6.07
6/1/2010,3.14,4.11,4.96,6
6/2/2010,3.24,4.16,5.04,6.12
6/3/2010,3.23,4.19,5.12,6.08
6/4/2010,3.06,4.02,4.9,5.93
6/7/2010,3.05,3.97,4.86,5.92
6/8/2010,3.08,3.97,4.83,5.91
6/9/2010,3.06,4.04,4.89,5.9
6/10/2010,3.17,4.12,4.98,6.03
6/11/2010,3.12,4.08,4.91,6.02
6/14/2010,3.13,4.07,4.93,5.98
6/15/2010,3.19,4.16,4.97,6.09
6/16/2010,3.13,4.11,4.92,5.98
6/17/2010,3.11,4.03,4.86,5.95
6/18/2010,3.14,4.06,4.9,6.02
6/21/2010,3.1,4.05,4.95,5.97
6/22/2010,3.05,4.02,4.91,5.96
6/23/2010,3.01,3.97,4.79,5.89
6/24/2010,2.98,3.93,4.81,5.97
6/25/2010,2.95,3.93,4.81,5.84
6/28/2010,2.89,3.83,4.74,5.82
6/29/2010,2.86,3.76,4.64,5.72
6/30/2010,2.85,3.78,4.72,5.71
7/1/2010,2.86,3.77,4.61,5.77
7/2/2010,2.91,3.82,4.66,5.78
7/6/2010,2.86,3.76,4.61,5.75
7/7/2010,2.85,3.85,4.73,5.78
7/8/2010,2.85,3.85,4.7,5.77
7/9/2010,2.91,3.88,4.82,5.83
7/12/2010,2.9,3.89,4.82,5.87
7/13/2010,2.99,3.96,4.82,5.95
7/14/2010,2.88,3.89,4.81,5.85
7/15/2010,2.85,3.8,4.67,5.72
7/16/2010,2.77,3.7,4.72,5.77
7/19/2010,2.8,3.76,4.69,5.84
7/20/2010,2.81,3.79,4.73,5.79
7/21/2010,2.72,3.65,4.58,5.7
7/22/2010,2.77,3.76,4.72,5.75
7/23/2010,2.8,3.82,4.77,5.87
7/26/2010,2.84,3.85,4.77,5.86
7/27/2010,2.92,3.9,4.77,5.92
7/28/2010,2.82,3.79,4.75,5.81
7/29/2010,2.77,3.77,4.69,5.81
7/30/2010,2.65,3.66,4.64,5.69
8/2/2010,2.73,3.74,4.74,5.8
8/3/2010,2.61,3.61,4.7,5.76
8/4/2010,2.72,3.69,4.69,5.78
8/5/2010,2.64,3.63,4.6,5.82
8/6/2010,2.57,3.56,4.58,5.75
8/9/2010,2.62,3.57,4.57,5.74
8/10/2010,2.56,3.47,4.45,5.66
8/11/2010,2.5,3.43,4.43,5.66
8/12/2010,2.55,3.51,4.45,5.69
8/13/2010,2.52,3.41,4.37,5.51
8/16/2010,2.49,3.34,4.29,5.42
8/17/2010,2.54,3.41,4.33,5.51
8/18/2010,2.56,3.39,4.29,5.44
8/19/2010,2.49,3.39,4.25,5.41
8/20/2010,2.53,3.44,4.29,5.42
8/23/2010,2.49,3.41,4.25,5.36
8/24/2010,2.43,3.35,4.18,5.29
8/25/2010,2.46,3.4,4.26,5.31
8/26/2010,2.48,3.32,4.16,5.27
8/27/2010,2.59,3.44,4.35,5.45
8/30/2010,2.44,3.32,4.21,5.31
8/31/2010,2.42,3.3,4.2,5.18
9/1/2010,2.47,3.36,4.28,5.34
9/2/2010,2.52,3.45,4.32,5.43
9/3/2010,2.57,3.54,4.47,5.45
9/7/2010,2.46,3.39,4.26,5.37
9/8/2010,2.55,3.46,4.41,5.4
9/9/2010,2.62,3.53,4.51,5.6
9/10/2010,2.65,3.6,4.47,5.63
9/13/2010,2.57,3.51,4.42,5.55
9/14/2010,2.51,3.42,4.44,5.46
9/15/2010,2.56,3.48,4.41,5.57
9/16/2010,2.54,3.5,4.44,5.57
9/17/2010,2.53,3.51,4.47,5.56
9/20/2010,2.51,3.5,4.38,5.56
9/21/2010,2.41,3.39,4.29,5.51
9/22/2010,2.38,3.29,4.26,5.43
9/23/2010,2.41,3.32,4.27,5.38
9/24/2010,2.46,3.36,4.27,5.47
9/27/2010,2.36,3.25,4.23,5.38
9/28/2010,2.34,3.22,4.22,5.41
9/29/2010,2.35,3.24,4.21,5.36
9/30/2010,2.36,3.28,4.22,5.39
10/1/2010,2.31,3.26,4.28,5.4
10/4/2010,2.3,3.19,4.18,5.35
10/5/2010,2.27,3.18,4.26,5.41
10/6/2010,2.26,3.14,4.07,5.4
10/7/2010,2.23,3.16,4.08,5.34
10/8/2010,2.18,3.13,4.08,5.37
10/11/2010,1.08,1.35,1.66,1.95
10/12/2010,2.23,3.12,4.11,5.44
10/13/2010,2.22,3.1,4.12,5.46
10/14/2010,2.28,3.19,4.19,5.6
10/15/2010,2.26,3.28,4.34,5.63
10/18/2010,2.22,3.2,4.21,5.58
10/19/2010,2.17,3.16,4.18,5.5
10/20/2010,2.19,3.12,4.23,5.5
10/21/2010,2.23,3.2,4.25,5.61
10/22/2010,2.27,3.21,4.3,5.55
10/25/2010,2.28,3.27,4.35,5.62
10/26/2010,2.36,3.35,4.38,5.65
10/27/2010,2.41,3.45,4.5,5.7
10/28/2010,2.3,3.35,4.37,5.76
10/29/2010,2.23,3.26,4.37,5.63
11/1/2010,2.24,3.26,4.4,5.69
11/2/2010,2.23,3.25,4.37,5.6
11/3/2010,2.21,3.18,4.4,5.66
11/4/2010,2.13,3.08,4.21,5.66
11/5/2010,2.16,3.17,4.31,5.73
11/8/2010,2.19,3.11,4.32,5.76
11/9/2010,2.35,3.28,4.41,5.8
11/10/2010,2.31,3.23,4.32,5.83
11/12/2010,2.43,3.32,4.41,5.9
11/15/2010,2.6,3.56,4.62,5.98
11/16/2010,2.58,3.46,4.51,5.88
11/17/2010,2.55,3.54,4.57,5.91
11/18/2010,2.6,3.58,4.59,5.99
11/19/2010,2.61,3.57,4.53,5.91
11/22/2010,2.53,3.48,4.52,5.9
11/23/2010,2.46,3.41,4.44,5.79
11/24/2010,2.66,3.63,4.59,5.98
11/26/2010,2.58,3.59,4.58,5.9
11/29/2010,2.56,3.58,4.59,5.81
11/30/2010,2.53,3.55,4.47,5.81
12/1/2010,2.74,3.7,4.66,5.99
12/2/2010,2.75,3.77,4.72,6.01
12/3/2010,2.71,3.75,4.7,6.01
12/6/2010,2.6,3.65,4.7,5.93
12/7/2010,2.82,3.91,4.89,6.1
12/8/2010,2.92,3.95,4.96,6.22
12/9/2010,2.97,4.02,4.96,6.11
12/10/2010,3.08,4.08,4.98,6.21
12/13/2010,2.98,4.02,4.99,6.11
12/14/2010,3.14,4.21,5.2,6.27
12/15/2010,3.18,4.23,5.19,6.43
12/16/2010,3.12,4.14,5.12,6.37
12/17/2010,3.07,4.05,5.01,6.15
12/20/2010,3.07,4.12,5.07,6.17
12/21/2010,3.04,4.08,5.07,6.16
12/22/2010,3.11,4.13,5.12,6.24
12/23/2010,3.18,4.13,5.11,6.3
12/27/2010,3.16,4.14,5.02,6.19
12/28/2010,3.25,4.22,5.26,6.38
12/29/2010,3.08,4.11,5.03,6.24
12/30/2010,3.12,4.1,5.14,6.22
12/31/2010,3.1,4.09,5.06,6.09
1/3/2011,3.1,4.12,5.1,6.18
1/4/2011,3.07,4.08,5.06,6.26
1/5/2011,3.22,4.19,5.25,6.4
1/6/2011,3.15,4.17,5.09,6.3
1/7/2011,3.05,4.08,5.07,6.29
1/10/2011,3.03,4.03,5.07,6.25
1/11/2011,3.03,4.05,5.05,6.3
1/12/2011,3.04,4.05,5.15,6.34
1/13/2011,2.99,4.01,5,6.19
1/14/2011,3.02,3.99,5.05,6.32
1/18/2011,3.07,4.06,5.05,6.32
1/19/2011,3.05,4.08,5.06,6.23
1/20/2011,3.14,4.18,5.12,6.32
1/21/2011,3.1,4.14,5.14,6.3
1/24/2011,3.13,4.11,5.17,6.34
1/25/2011,3.03,4.01,5.1,6.27
1/26/2011,3.12,4.16,5.13,6.3
1/27/2011,3.07,4.1,5.12,6.31
1/28/2011,2.98,4.05,5.01,6.22
1/31/2011,3.04,4.1,5.09,6.39
2/1/2011,3.08,4.16,5.19,6.32
2/2/2011,3.19,4.23,5.24,6.43
2/3/2011,3.23,4.31,5.29,6.42
2/4/2011,3.36,4.4,5.44,6.53
2/7/2011,3.36,4.38,5.4,6.46
2/8/2011,3.49,4.46,5.48,6.56
2/9/2011,3.43,4.39,5.38,6.51
2/10/2011,3.47,4.47,5.44,6.51
2/11/2011,3.44,4.43,5.33,6.53
2/14/2011,3.42,4.44,5.35,6.5
2/15/2011,3.41,4.36,5.35,6.42
2/16/2011,3.43,4.4,5.34,6.44
2/17/2011,3.38,4.36,5.27,6.47
2/18/2011,3.37,4.32,5.32,6.46
2/22/2011,3.21,4.18,5.12,6.35
2/23/2011,3.3,4.22,5.23,6.3
2/24/2011,3.26,4.25,5.17,6.32
2/25/2011,3.23,4.24,5.1,6.24
2/28/2011,3.21,4.2,5.08,6.25
3/1/2011,3.19,4.18,5.17,6.21
3/2/2011,3.21,4.23,5.2,6.29
3/3/2011,3.35,4.34,5.34,6.43
3/4/2011,3.27,4.22,5.16,6.35
3/7/2011,3.28,4.26,5.19,6.4
3/8/2011,3.32,4.32,5.23,6.39
3/9/2011,3.23,4.21,5.14,6.32
3/10/2011,3.15,4.1,5.05,6.26
3/11/2011,3.15,4.12,5.12,6.32
3/14/2011,3.06,4.07,5.07,6.25
3/15/2011,3.1,4.03,5.06,6.18
3/16/2011,2.94,3.9,4.91,6.17
3/17/2011,3.01,3.95,5.01,6.16
3/18/2011,3.03,4.02,5.03,6.15
3/21/2011,3.13,4.08,5.09,6.17
3/22/2011,3.14,4.08,4.99,6.18
3/23/2011,3.13,4.12,5.07,6.23
3/24/2011,3.21,4.21,5.11,6.27
3/25/2011,3.27,4.25,5.13,6.23
3/28/2011,3.3,4.29,5.12,6.31
3/29/2011,3.31,4.25,5.17,6.36
3/30/2011,3.31,4.22,5.2,6.27
3/31/2011,3.3,4.28,5.18,6.35
4/1/2011,3.32,4.23,5.22,6.25
4/4/2011,3.26,4.21,5.17,6.31
4/5/2011,3.34,4.3,5.2,6.26
4/6/2011,3.41,4.37,5.24,6.33
4/7/2011,3.39,4.35,5.26,6.44
4/8/2011,3.41,4.37,5.27,6.41
4/11/2011,3.37,4.36,5.25,6.42
4/12/2011,3.29,4.26,5.21,6.41
4/13/2011,3.26,4.25,5.14,6.39
4/14/2011,3.33,4.26,5.21,6.29
4/15/2011,3.2,4.16,5.11,6.25
4/18/2011,3.19,4.12,5.16,6.22
4/19/2011,3.15,4.09,5.06,6.15
4/20/2011,3.21,4.18,5.19,6.27
4/21/2011,3.22,4.12,5.17,6.26
4/25/2011,3.2,4.1,5.06,6.25
4/26/2011,3.12,4.05,5.09,6.22
4/27/2011,3.13,4.07,5.15,6.25
4/28/2011,3.05,4.05,5.08,6.18
4/29/2011,3.07,4.06,4.99,6.18
5/2/2011,3.03,4.04,5,6.17
5/3/2011,3.02,4.03,5.01,6.12
5/4/2011,3,3.94,5.01,6.09
5/5/2011,2.98,3.88,4.87,5.96
5/6/2011,2.93,3.92,4.92,6.02
5/9/2011,2.92,3.87,4.87,6.03
5/10/2011,2.99,3.94,4.89,6.12
5/11/2011,2.96,3.88,4.91,6.1
5/12/2011,2.96,3.92,4.92,6.12
5/13/2011,2.92,3.86,4.94,6.07
5/16/2011,2.92,3.86,4.8,6.02
5/17/2011,2.86,3.84,4.84,5.92
5/18/2011,2.96,3.88,4.89,6.06
5/19/2011,2.93,3.9,4.89,5.96
5/20/2011,2.88,3.84,4.84,6.01
5/23/2011,2.88,3.81,4.87,5.92
5/24/2011,2.91,3.85,4.83,5.95
5/25/2011,2.91,3.87,4.85,6.04
5/26/2011,2.78,3.8,4.76,5.92
5/27/2011,2.78,3.75,4.78,5.92
5/31/2011,2.77,3.7,4.75,5.94
6/1/2011,2.7,3.62,4.64,5.86
6/2/2011,2.73,3.71,4.79,5.92
6/3/2011,2.69,3.65,4.65,5.89
6/6/2011,2.68,3.69,4.72,5.97
6/7/2011,2.69,3.64,4.74,5.97
6/8/2011,2.6,3.59,4.68,5.83
6/9/2011,2.7,3.7,4.7,5.94
6/10/2011,2.65,3.66,4.67,5.82
6/13/2011,2.69,3.63,4.71,5.89
6/14/2011,2.77,3.79,4.87,6.02
6/15/2011,2.65,3.64,4.68,5.95
6/16/2011,2.57,3.57,4.62,5.87
6/17/2011,2.61,3.56,4.67,5.87
6/20/2011,2.63,3.61,4.67,5.85
6/21/2011,2.65,3.63,4.72,5.88
6/22/2011,2.65,3.64,4.71,5.95
6/23/2011,2.53,3.56,4.69,5.82
6/24/2011,2.47,3.51,4.53,5.78
6/27/2011,2.56,3.59,4.67,5.94
6/28/2011,2.71,3.71,4.77,5.99
6/29/2011,2.77,3.84,4.89,6.13
6/30/2011,2.81,3.86,4.87,6.07
7/1/2011,2.85,3.91,4.94,6.15
7/5/2011,2.8,3.86,4.88,6.04
7/6/2011,2.73,3.78,4.86,6.06
7/7/2011,2.79,3.85,4.82,6.05
7/8/2011,2.65,3.71,4.76,5.93
7/11/2011,2.59,3.55,4.69,5.83
7/12/2011,2.55,3.56,4.65,5.91
7/13/2011,2.52,3.55,4.67,5.9
7/14/2011,2.6,3.6,4.7,5.96
7/15/2011,2.53,3.54,4.63,5.89
7/18/2011,2.52,3.58,4.7,5.93
7/19/2011,2.53,3.57,4.59,5.92
7/20/2011,2.55,3.61,4.64,5.96
7/21/2011,2.63,3.66,4.73,5.95
7/22/2011,2.59,3.65,4.73,5.99
7/25/2011,2.64,3.66,4.75,6.02
7/26/2011,2.59,3.6,4.69,5.91
7/27/2011,2.65,3.66,4.72,5.94
7/28/2011,2.59,3.6,4.68,5.99
7/29/2011,2.44,3.46,4.49,5.77
8/1/2011,2.39,3.43,4.51,5.74
8/2/2011,2.29,3.34,4.4,5.57
8/3/2011,2.32,3.34,4.31,5.57
8/4/2011,2.22,3.15,4.15,5.38
8/5/2011,2.28,3.3,4.24,5.51
8/8/2011,2.21,3.14,4.06,5.33
8/9/2011,1.98,2.86,3.85,5.12
8/10/2011,2.03,2.89,3.89,5.07
8/11/2011,2.08,3.02,4.04,5.33
8/12/2011,2.03,2.93,4,5.21
8/15/2011,2.09,2.94,3.98,5.34
8/16/2011,2.03,2.93,3.95,5.21
8/17/2011,2.01,2.81,3.87,5.12
8/18/2011,1.96,2.81,3.79,5.07
8/19/2011,1.97,2.77,3.77,4.94
8/22/2011,2.03,2.83,3.75,5.03
8/23/2011,2.04,2.84,3.81,5.12
8/24/2011,2.11,2.99,4.03,5.21
8/25/2011,2.06,2.97,3.97,5.15
8/26/2011,2.04,2.9,3.95,5.1
8/29/2011,2.08,2.95,3.94,5.17
8/30/2011,1.99,2.91,3.95,5.07
8/31/2011,2.06,2.89,3.92,5.18
9/1/2011,1.96,2.85,3.82,5.13
9/2/2011,1.95,2.78,3.78,4.87
9/6/2011,1.95,2.73,3.71,4.83
9/7/2011,1.98,2.78,3.81,4.98
9/8/2011,1.94,2.75,3.76,4.87
9/9/2011,1.89,2.68,3.65,4.81
9/12/2011,1.97,2.75,3.64,4.9
9/13/2011,1.96,2.78,3.67,4.92
9/14/2011,1.97,2.79,3.69,4.94
9/15/2011,2.05,2.87,3.78,5
9/16/2011,2.01,2.85,3.77,4.95
9/19/2011,1.94,2.8,3.64,4.82
9/20/2011,1.91,2.77,3.61,4.79
9/21/2011,1.93,2.69,3.57,4.65
9/22/2011,1.86,2.64,3.42,4.43
9/23/2011,1.96,2.72,3.53,4.54
9/26/2011,1.99,2.75,3.64,4.71
9/27/2011,2.02,2.86,3.7,4.76
9/28/2011,2.07,2.85,3.68,4.82
9/29/2011,2.07,2.82,3.72,4.73
9/30/2011,2.02,2.79,3.64,4.63
10/3/2011,1.96,2.69,3.51,4.56
10/4/2011,1.95,2.72,3.51,4.52
10/5/2011,2.03,2.84,3.68,4.63
10/6/2011,2.09,2.89,3.67,4.69
10/7/2011,2.16,2.95,3.77,4.8
10/11/2011,2.21,3.03,3.94,4.88
10/12/2011,2.22,3.05,3.98,4.97
10/13/2011,2.19,3,3.94,4.88
10/14/2011,2.17,3.08,3.93,4.97
10/17/2011,2.15,3.04,3.87,4.85
10/18/2011,2.16,3.04,3.87,4.89
10/19/2011,2.11,3.01,3.87,4.93
10/20/2011,2.15,2.97,3.93,4.94
10/21/2011,2.14,3,3.93,5.01
10/24/2011,2.19,3.06,3.94,5
10/25/2011,2.1,2.95,3.86,4.92
10/26/2011,2.17,3.08,3.98,4.98
10/27/2011,2.28,3.17,4.15,5.18
10/28/2011,2.19,3.12,4.01,5.1
10/31/2011,2.09,2.94,3.93,4.91
11/1/2011,1.98,2.78,3.69,4.71
11/2/2011,1.99,2.81,3.78,4.74
11/3/2011,1.97,2.81,3.85,4.86
11/4/2011,1.96,2.79,3.76,4.78
11/7/2011,1.94,2.78,3.75,4.81
11/8/2011,2.02,2.86,3.75,4.88
11/9/2011,1.98,2.74,3.67,4.79
11/10/2011,2,2.82,3.69,4.83
11/14/2011,1.98,2.84,3.69,4.73
11/15/2011,2,2.86,3.74,4.83
11/16/2011,1.97,2.8,3.71,4.69
11/17/2011,1.95,2.74,3.63,4.67
11/18/2011,2.03,2.87,3.67,4.69
11/21/2011,2.01,2.79,3.63,4.7
11/22/2011,2,2.8,3.64,4.62
11/23/2011,1.93,2.77,3.63,4.57
11/25/2011,1.99,2.83,3.62,4.63
11/28/2011,1.98,2.77,3.7,4.69
11/29/2011,2.03,2.88,3.76,4.65
11/30/2011,2.03,2.88,3.77,4.81
12/1/2011,2.07,2.93,3.81,4.78
12/2/2011,2.01,2.89,3.77,4.73
